#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-08-11T16:22:41 [V7.32.4]
#   In case of problem, please report to:    cds-question@unistra.fr
#
#
#Coosys    J2000:    eq_FK5 J2000
#INFO    protocol=ASU
#INFO    request_date=2023-08-11T16:22:41
#INFO    request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-order=I
#-out.src=J/A+A/594/A85/tablea5
#-nav=cat:J/A+A/594/A85&tab:{J/A+A/594/A85/tablea5}&key:source=J/A+A/594/A85/tablea5&HTTPPRM:&&-ref=VIZ64d64bb611a5ab&-out.max=unlimited&-out.form=ascii table&-out.all=2&-oc.form=sexa&-order=I&-out=Rc&-out=gamma&-out=hc&-out=psi&-out=Mdisk&-out=I870um10&-out=I870um80&-out=I12CO(1-0)10&-out=I12CO(1-0)80&-out=I12CO(2-1)10&-out.all=2&-out=I12CO(2-1)80&-out=I12CO(3-2)10&-out=I12CO(3-2)80&-out=I12CO(6-5)10&-out=I12CO(6-5)80&-out=I13CO(1-0)10&-out=I13CO(1-0)80&-out=I13CO(2-1)10&-out=I13CO(2-1)80&-out=I13CO(3-2)10&-out=I13CO(3-2)80&-out=I13CO(6-5)10&-out=I13CO(6-5)80&-out.all=2&-out=IC18O(1-0)10&-out=IC18O(1-0)80&-out=IC18O(2-1)10&-out=IC18O(2-1)80&-out=IC18O(3-2)10&-out=IC18O(3-2)80&-out=IC18O(6-5)10&-out=IC18O(6-5)80&-out=IC17O(1-0)10&-out=IC17O(1-0)80&-out=IC17O(2-1)10&-out=IC17O(2-1)80&-out=IC17O(3-2)10&-out=IC17O(3-2)80&-out=IC17O(6-5)10&-out=IC17O(6-5)80&-out=I[CI](3P1-3P0)10&-out=I[CI](3P1-3P0)80&-out=I[CI](3P2-3P1)10&-out=I[CI](3P2-3P1)80&-out.all=2&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/594/A85/tablea5
#-source=J/A+A/594/A85/tablea5
#-out=Rc
#-out=gamma
#-out=hc
#-out=psi
#-out=Mdisk
#-out=I870um10
#-out=I870um80
#-out=I12CO(1-0)10
#-out=I12CO(1-0)80
#-out=I12CO(2-1)10
#-out=I12CO(2-1)80
#-out=I12CO(3-2)10
#-out=I12CO(3-2)80
#-out=I12CO(6-5)10
#-out=I12CO(6-5)80
#-out=I13CO(1-0)10
#-out=I13CO(1-0)80
#-out=I13CO(2-1)10
#-out=I13CO(2-1)80
#-out=I13CO(3-2)10
#-out=I13CO(3-2)80
#-out=I13CO(6-5)10
#-out=I13CO(6-5)80
#-out=IC18O(1-0)10
#-out=IC18O(1-0)80
#-out=IC18O(2-1)10
#-out=IC18O(2-1)80
#-out=IC18O(3-2)10
#-out=IC18O(3-2)80
#-out=IC18O(6-5)10
#-out=IC18O(6-5)80
#-out=IC17O(1-0)10
#-out=IC17O(1-0)80
#-out=IC17O(2-1)10
#-out=IC17O(2-1)80
#-out=IC17O(3-2)10
#-out=IC17O(3-2)80
#-out=IC17O(6-5)10
#-out=IC17O(6-5)80
#-out=I[CI](3P1-3P0)10
#-out=I[CI](3P1-3P0)80
#-out=I[CI](3P2-3P1)10
#-out=I[CI](3P2-3P1)80
#
#INFO    contact=cds-question@unistra.fr
#INFO    version=7.32.4
#INFO    -out.max=unlimited

#RESOURCE=yCat_35940085
#Name: J/A+A/594/A85
#Title: 2D disk models from CO isotopologues line (Miotello+, 2016)
#INFO    ivoid=ivo://cds.vizier/j/a+a/594/a85
#INFO    publisher=CDS
#INFO    creator=Miotello A.
#INFO    related_resource=bibcode:2016A&A...594A..85M
#INFO    landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/594/A85
#INFO    publication_id=doi:10.26093/cds/vizier.35940085
#INFO    publication_date=2016-10-17
#INFO    curation_level=RESEARCH
#INFO    rights=https://cds.unistra.fr/vizier-org/licences_vizier.html
#Table    J_A_A_594_A85_tablea5:
#Name: J/A+A/594/A85/tablea5
#Title: Parameters of the Herbig models and simulated intensities assuming a distance d=100pc and a beam size of 10"
#Column    Rc    (F5.1)    Critical radius    [ucd=phys.size.radius]
#Column    gamma    (F4.1)    Power-law index of the surface density    [ucd=spect.index]
#Column    hc    (F4.1)    Scale height angle    [ucd=phys.size]
#Column    psi    (F4.1)    Disk flaring    [ucd=stat.param]
#Column    Mdisk    (F8.5)    Total disk mass    [ucd=phys.mass]
#Column    I870um10    (F8.5)    Continuum intensity @ 870 micron, with disk inclination i=10{deg}    [ucd=spect.line.intensity,em.mm.200-400GHz,spect.continuum]
#Column    I870um80    (F8.5)    Continuum intensity @ 870 micron, with disk inclination i=80{deg}    [ucd=spect.line.intensity,em.mm.200-400GHz,spect.continuum]
#Column    I12CO(1-0)10    (F8.5)    12CO(1-0) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(1-0)80    (F8.5)    12CO(1-0) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(2-1)10    (F8.5)    12CO(2-1) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(2-1)80    (F8.5)    12CO(2-1) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(3-2)10    (F8.5)    12CO(3-2) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(3-2)80    (F8.5)    12CO(3-2) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(6-5)10    (F8.5)    12CO(6-5) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I12CO(6-5)80    (F8.5)    12CO(6-5) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(1-0)10    (F8.5)    13CO(1-0) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(1-0)80    (F8.5)    13CO(1-0) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(2-1)10    (F8.5)    13CO(2-1) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(2-1)80    (F8.5)    13CO(2-1) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(3-2)10    (F8.5)    13CO(3-2) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(3-2)80    (F8.5)    13CO(3-2) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(6-5)10    (F8.5)    13CO(6-5) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I13CO(6-5)80    (F8.5)    13CO(6-5) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(1-0)10    (F8.5)    C18O(1-0) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(1-0)80    (F8.5)    C18O(1-0) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(2-1)10    (F8.5)    C18O(2-1) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(2-1)80    (F8.5)    C18O(2-1) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(3-2)10    (F8.5)    C18O(3-2) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(3-2)80    (F8.5)    C18O(3-2) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(6-5)10    (F8.5)    C18O(6-5) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC18O(6-5)80    (F8.5)    C18O(6-5) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(1-0)10    (F8.5)    C17O(1-0) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(1-0)80    (F8.5)    C17O(1-0) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(2-1)10    (F8.5)    C17O(2-1) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(2-1)80    (F8.5)    C17O(2-1) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(3-2)10    (F8.5)    C17O(3-2) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(3-2)80    (F8.5)    C17O(3-2) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(6-5)10    (F8.5)    C17O(6-5) line intensity, with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    IC17O(6-5)80    (F8.5)    C17O(6-5) line intensity, with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I[CI](3P1-3P0)10    (F8.5)    Line intensity of [CI](3P1-3P0), with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I[CI](3P1-3P0)80    (F8.5)    Line intensity of [CI](3P1-3P0), with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I[CI](3P2-3P1)10    (F8.5)    Line intensity of [CI](3P2-3P1), with disk inclination i=10{deg} (1)    [ucd=phot.flux.density,em.radio]
#Column    I[CI](3P2-3P1)80    (F8.5)    Line intensity of [CI](3P2-3P1), with disk inclination i=80{deg} (1)    [ucd=phot.flux.density,em.radio]
Rc,gamma,hc,psi,Mdisk,I870um10,I870um80,I12CO(1-0)10,I12CO(1-0)80,I12CO(2-1)10,I12CO(2-1)80,I12CO(3-2)10,I12CO(3-2)80,I12CO(6-5)10,I12CO(6-5)80,I13CO(1-0)10,I13CO(1-0)80,I13CO(2-1)10,I13CO(2-1)80,I13CO(3-2)10,I13CO(3-2)80,I13CO(6-5)10,I13CO(6-5)80,IC18O(1-0)10,IC18O(1-0)80,IC18O(2-1)10,IC18O(2-1)80,IC18O(3-2)10,IC18O(3-2)80,IC18O(6-5)10,IC18O(6-5)80,IC17O(1-0)10,IC17O(1-0)80,IC17O(2-1)10,IC17O(2-1)80,IC17O(3-2)10,IC17O(3-2)80,IC17O(6-5)10,IC17O(6-5)80,I[CI](3P1-3P0)10,I[CI](3P1-3P0)80,I[CI](3P2-3P1)10,I[CI](3P2-3P1)80
AU, ,rad, ,Msun,K,K,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s,K.km/s
 30.0, 0.8, 0.1, 0.1, 0.00001, 0.00026, 0.01062, 0.23856, 0.07988, 0.41778, 0.14779, 0.52202, 0.18158, 0.59550, 0.18501, 0.00676, 0.00174, 0.02250, 0.00572, 0.03914, 0.00967, 0.05601, 0.00974, 0.00006, 0.00002, 0.00023, 0.00007, 0.00044, 0.00013, 0.00081, 0.00015, 0.00002, 0.00001, 0.00008, 0.00002, 0.00015, 0.00004, 0.00028, 0.00005, 0.05557, 0.04349, 0.07335, 0.05393
 30.0, 0.8, 0.1, 0.1, 0.00010, 0.00180, 0.01446, 1.01300, 0.55356, 1.35018, 0.65725, 1.48716, 0.68539, 1.40041, 0.59799, 0.11408, 0.06071, 0.24833, 0.14690, 0.31838, 0.19448, 0.28644, 0.16502, 0.00533,-0.00086, 0.01585,-0.00230, 0.02438,-0.00330, 0.02662,-0.00429, 0.00185,-0.00029, 0.00595,-0.00087, 0.00995,-0.00142, 0.01194,-0.00178, 0.17322, 0.15337, 0.19429, 0.16354
 30.0, 0.8, 0.1, 0.1, 0.00050, 0.00795, 0.01701, 1.76714, 0.99638, 2.13297, 1.08808, 2.23459, 1.09361, 1.96599, 0.90873, 0.36298, 0.25181, 0.59405, 0.41465, 0.67826, 0.46633, 0.53248, 0.35600, 0.04918, 0.01759, 0.10695, 0.04024, 0.13190, 0.04913, 0.10348, 0.03068, 0.01909, 0.00658, 0.05054, 0.01748, 0.06959, 0.02344, 0.05459, 0.01237, 0.22998, 0.20425, 0.24082, 0.20488
 30.0, 0.8, 0.1, 0.1, 0.00100, 0.01434, 0.01852, 2.03360, 1.14764, 2.38908, 1.22880, 2.48358, 1.22125, 2.15087, 0.99600, 0.51085, 0.37123, 0.77269, 0.54569, 0.84824, 0.58455, 0.62821, 0.42358, 0.09678, 0.04694, 0.18135, 0.08844, 0.20852, 0.09773, 0.14878, 0.05987, 0.04075, 0.01888, 0.09515, 0.04419, 0.12007, 0.05428, 0.08198, 0.02814, 0.25705, 0.22681, 0.26032, 0.22135
 30.0, 0.8, 0.1, 0.1, 0.00500, 0.04744, 0.02516, 2.94390, 1.68094, 3.33511, 1.73674, 3.39984, 1.68945, 2.92151, 1.35514, 0.92101, 0.67073, 1.23961, 0.85838, 1.30179, 0.87963, 0.91743, 0.61860, 0.28464, 0.17671, 0.41436, 0.24052, 0.43597, 0.23772, 0.27757, 0.14135, 0.15088, 0.08806, 0.25904, 0.15067, 0.28407, 0.16070, 0.16306, 0.08049, 0.29951, 0.26980, 0.28725, 0.25427
 30.0, 0.8, 0.1, 0.1, 0.01000, 0.07021, 0.02975, 3.14222, 1.78699, 3.50746, 1.81929, 3.54701, 1.75031, 2.98660, 1.37133, 1.06758, 0.77808, 1.38983, 0.95663, 1.43110, 0.95643, 0.97232, 0.64702, 0.35681, 0.22664, 0.49665, 0.29245, 0.51314, 0.28339, 0.31415, 0.16544, 0.20425, 0.12152, 0.32089, 0.19223, 0.34255, 0.19892, 0.19006, 0.10055, 0.33585, 0.30581, 0.30421, 0.27648
 30.0, 0.8, 0.1, 0.1, 0.10000, 0.19288, 0.04944, 4.05640, 2.33000, 4.41291, 2.32983, 4.42908, 2.21248, 3.72197, 1.68734, 1.64110, 1.15509, 1.99567, 1.33796, 1.99993, 1.30185, 1.32330, 0.86185, 0.66450, 0.43450, 0.83308, 0.49569, 0.83322, 0.47027, 0.48138, 0.27895, 0.42067, 0.28089, 0.56785, 0.36685, 0.57751, 0.36003, 0.29432, 0.18684, 0.38502, 0.38381, 0.31086, 0.32603
 30.0, 1.0, 0.1, 0.1, 0.00001, 0.00027, 0.00949, 0.21386, 0.06741, 0.36932, 0.12987, 0.45777, 0.16179, 0.50348, 0.15999, 0.00680, 0.00133, 0.02215, 0.00428, 0.03754, 0.00710, 0.05051, 0.00611, 0.00009, 0.00002, 0.00032, 0.00007, 0.00060, 0.00011, 0.00109, 0.00012, 0.00003, 0.00001, 0.00011, 0.00002, 0.00021, 0.00004, 0.00039, 0.00004, 0.05421, 0.04393, 0.06815, 0.05216
 30.0, 1.0, 0.1, 0.1, 0.00010, 0.00186, 0.01367, 1.06417, 0.58812, 1.40792, 0.70077, 1.53290, 0.73048, 1.36192, 0.60659, 0.11239, 0.06000, 0.24643, 0.14872, 0.31587, 0.19724, 0.26800, 0.15521, 0.00509,-0.00073, 0.01450,-0.00214, 0.02157,-0.00324, 0.02257,-0.00383, 0.00178,-0.00024, 0.00562,-0.00075, 0.00920,-0.00125, 0.01063,-0.00144, 0.19439, 0.17581, 0.20343, 0.17685
 30.0, 1.0, 0.1, 0.1, 0.00050, 0.00777, 0.01606, 2.13385, 1.21667, 2.57806, 1.33247, 2.67284, 1.32577, 2.16651, 1.04176, 0.39122, 0.28029, 0.66525, 0.48077, 0.75743, 0.53932, 0.54743, 0.37921, 0.04704, 0.01678, 0.10069, 0.03805, 0.12288, 0.04624, 0.09117, 0.02691, 0.01831, 0.00623, 0.04743, 0.01634, 0.06417, 0.02155, 0.04750, 0.01030, 0.26769, 0.24081, 0.26264, 0.22580
 30.0, 1.0, 0.1, 0.1, 0.00100, 0.01355, 0.01748, 2.55890, 1.43770, 3.00995, 1.55722, 3.08008, 1.53890, 2.44459, 1.18626, 0.56594, 0.42166, 0.88783, 0.64323, 0.97585, 0.69161, 0.67730, 0.47370, 0.08860, 0.04182, 0.17072, 0.08391, 0.19857, 0.09482, 0.13702, 0.05498, 0.03724, 0.01649, 0.08731, 0.04000, 0.11055, 0.04982, 0.07309, 0.02412, 0.36325, 0.32639, 0.33997, 0.29478
 30.0, 1.0, 0.1, 0.1, 0.00500, 0.04355, 0.02484, 3.58788, 2.07519, 3.96922, 2.11551, 3.93660, 2.00847, 3.03522, 1.45162, 1.11380, 0.83690, 1.52344, 1.07905, 1.57368, 1.08197, 1.01110, 0.69101, 0.29316, 0.18724, 0.44413, 0.26360, 0.46795, 0.26041, 0.27846, 0.14380, 0.14997, 0.09034, 0.26768, 0.15981, 0.29482, 0.17033, 0.15843, 0.07799, 0.42202, 0.38395, 0.34164, 0.30585
 30.0, 1.0, 0.1, 0.1, 0.01000, 0.06505, 0.02978, 4.17006, 2.37359, 4.58848, 2.40518, 4.55526, 2.28577, 3.53733, 1.67752, 1.33674, 0.99926, 1.79622, 1.25300, 1.84230, 1.24175, 1.17714, 0.79083, 0.38821, 0.25424, 0.56207, 0.33852, 0.58510, 0.32972, 0.34452, 0.18346, 0.21391, 0.13144, 0.35030, 0.21451, 0.37788, 0.22303, 0.19963, 0.10572, 0.52624, 0.47847, 0.42845, 0.38839
 30.0, 1.0, 0.1, 0.1, 0.10000, 0.18975, 0.05082, 5.98657, 3.35296, 6.41601, 3.32252, 6.28456, 3.10974, 4.82582, 2.22917, 2.24911, 1.57899, 2.78824, 1.84888, 2.76802, 1.78794, 1.67677, 1.09823, 0.83087, 0.53786, 1.06234, 0.61913, 1.05214, 0.58365, 0.56107, 0.32082, 0.50661, 0.33601, 0.70849, 0.44958, 0.71535, 0.43769, 0.33431, 0.20641, 0.67282, 0.65840, 0.49200, 0.50274
 30.0, 1.5, 0.1, 0.1, 0.00001, 0.00035, 0.00844, 0.17789, 0.05076, 0.30656, 0.10200, 0.37300, 0.12191, 0.36418, 0.08755, 0.00638, 0.00091, 0.01927, 0.00254, 0.03055, 0.00348, 0.03585,-0.00063, 0.00017, 0.00003, 0.00057, 0.00008, 0.00102, 0.00011, 0.00159, 0.00004, 0.00006, 0.00001, 0.00020, 0.00003, 0.00037, 0.00004, 0.00065, 0.00002, 0.05123, 0.04341, 0.05447, 0.04256
 30.0, 1.5, 0.1, 0.1, 0.00010, 0.00192, 0.01196, 1.36295, 0.82447, 1.84136, 1.01444, 1.92096, 1.01746, 1.32687, 0.65768, 0.10105, 0.05661, 0.23185, 0.14821, 0.29669, 0.19556, 0.20899, 0.11683, 0.00454,-0.00005, 0.01174,-0.00037, 0.01639,-0.00089, 0.01538,-0.00189, 0.00165, 0.00000, 0.00482,-0.00008, 0.00739,-0.00030, 0.00758,-0.00067, 0.30495, 0.28883, 0.23317, 0.21348
 30.0, 1.5, 0.1, 0.1, 0.00050, 0.00648, 0.01418, 3.47893, 2.01169, 4.10440, 2.23756, 4.02312, 2.14765, 2.45994, 1.29705, 0.45208, 0.35139, 0.84600, 0.66094, 0.94473, 0.72689, 0.51597, 0.37855, 0.02973, 0.00599, 0.06391, 0.01713, 0.07891, 0.02245, 0.05574, 0.00877, 0.01189, 0.00206, 0.02972, 0.00592, 0.03973, 0.00788, 0.02862, 0.00175, 0.70604, 0.67982, 0.47885, 0.45114
 30.0, 1.5, 0.1, 0.1, 0.00100, 0.01092, 0.01554, 4.61368, 2.69293, 5.21161, 2.87883, 4.96459, 2.68438, 2.90762, 1.53181, 0.76134, 0.61695, 1.30775, 1.02706, 1.39640, 1.07073, 0.70406, 0.52614, 0.06556, 0.02806, 0.13001, 0.06080, 0.15150, 0.07013, 0.09322, 0.03263, 0.02711, 0.01057, 0.06333, 0.02639, 0.07951, 0.03264, 0.04769, 0.01177, 0.93379, 0.89734, 0.55992, 0.52955
 30.0, 1.5, 0.1, 0.1, 0.00500, 0.03358, 0.02290, 8.28684, 4.93456, 8.96854, 5.07586, 8.40097, 4.63686, 4.64722, 2.52415, 1.94509, 1.60514, 2.95043, 2.23845, 2.96132, 2.16352, 1.38355, 1.00506, 0.27202, 0.18265, 0.45103, 0.28706, 0.48158, 0.28854, 0.24942, 0.13284, 0.12809, 0.08091, 0.24754, 0.15644, 0.27684, 0.16888, 0.13181, 0.06431, 1.58202, 1.56687, 0.91090, 0.89635
 30.0, 1.5, 0.1, 0.1, 0.01000, 0.05159, 0.02912,10.20675, 6.16341,10.65107, 6.15633, 9.87124, 5.56062, 5.73663, 3.04247, 2.75972, 2.23628, 4.03236, 2.98531, 3.97423, 2.83397, 1.80240, 1.28993, 0.42551, 0.29717, 0.67532, 0.42895, 0.70943, 0.42028, 0.34886, 0.19224, 0.21257, 0.14108, 0.38171, 0.24886, 0.41658, 0.25960, 0.18604, 0.09882, 1.87182, 1.86861, 1.03314, 1.03376
